,news_headline,news_article,news_category
443,Dharna held in Hyderabad in support of protesting farmers in Delhi,"Expressing solidarity with the farmers protesting at Delhi borders against the Centre's new farm laws, members of different organisations, including farmer organisations and political parties, held a dharna in Hyderabad on Sunday. The protesters observed 'Shradhanjali Diwas' to pay homage to those who have died during the ongoing farmers' agitation.",politics
444,Sonia Gandhi to convene a meeting with Cong leaders on Sat: Reports,"Congress party's Interim President Sonia Gandhi has called for a meeting of party leaders on Saturday to formulate the party's strategy on the current political scenario amid the ongoing farmers' agitation, according to reports. ""The leaders who will be meeting Sonia Gandhi include those who...have specific concerns with [the party's] functioning,"" a party functionary said.",politics
445,Quit if you can't provide good education: Delhi Dy CM to UP CM,"Delhi Deputy CM Manish Sisodia on Saturday said that UP CM Yogi Adityanath should quit if he is unable to provide good education to the children of the state, ""which has a large population"". ""The people will choose the person who has the ability to give good education to the children of the big state,"" Sisodia added.",politics
446,Politicians rejected by nation are now misleading farmers: UP CM,"Uttar Pradesh CM Yogi Adityanath on Sunday said, ""Politicians who have been rejected by the people are trying to spoil the atmosphere inside the country by misleading the farmer brothers."" ""Mandi system will not end...If the farmers get more price for their grain anywhere else in the country, they can take their produce and sell it there,"" he added.",politics
447,Situation of 'committing suicide' by merging with BJP hasn't come: Kumaraswamy,"JD(S) chief and former Karnataka CM HD Kumaraswamy took to Twitter on Sunday to write that the situation of ""committing suicide"" by merging the party with BJP hasn't yet come. ""There's no tacit understanding with BJP,"" he tweeted. ""At the most we may extend an issue-based support to BJP if need be,"" he further wrote in another tweet.",politics
448,"Actor Jayasurya dragged by power tiller as it goes out of control, video goes viral","A video of actor Jayasurya getting dragged by a power tiller after it went out of control during the shoot of Malayalam film 'Vellam' has gone viral. In the video, the team can be seen pulling Jayasurya and saving him from injuries. Jayasurya reportedly insisted on doing the scene without opting for a dupe as he wanted to retain originality.",entertainment
449,"Ariana Grande gets engaged to real estate agent Dalton Gomez, shares pics","Singer Ariana Grande took to Instagram to reveal that she got engaged to real estate agent Dalton Gomez. Sharing pictures with him and a picture of the ring, Ariana wrote, ""Forever and then some."" Several celebrities, including Kim Kardashian and Hailey Bieber commented on Ariana's post and congratulated the couple. ",entertainment
450,Madonna shares photo showing her scar from hip surgery ,"Singer Madonna on Monday took to Instagram Story to share pictures showing her scar from a hip surgery. She shared the pictures following a cupping treatment session that left her with circular marks dotted across her thighs. The 62-year-old added the hashtags ""recovery"", ""cupping"" and ""beautiful scar"" in the pictures. ",entertainment
451,Actor Nivin Pauly's assistant Shabu passes away at 37 after falling from tree,"Actor Nivin Pauly's personal makeup man and personal assistant Shabu Pulpally passed away at the age of 37 after falling from a tree. Shabu had climbed the tree to hang a Christmas star but lost balance and fell. He died following internal injuries, FEFKA Directors' Union posted on Facebook.",entertainment
452,"Mithun collapses on set due to food poisoning, finishes shoot ","Mithun Chakraborty, who's shooting for Vivek Agnihotri's 'The Kashmir Files', collapsed on the film's set on Saturday. ""It was an action scene...He had a terrible bout of food poisoning and was unable to...stand. After taking a...break, he finished the sequence,"" Agnihotri told Mid-Day. ""When he returned to...set on Sunday morning, he ensured he made up for the backlog,"" Agnihotri added.",entertainment
453,Father of late actor Sushant Singh Rajput hospitalised due to heart problem,"KK Singh, the father of late actor Sushant Singh Rajput, has been hospitalised in Faridabad due to heart problem. Bollywood and fashion photographer Viral Bhayani shared a picture of KK Singh with his daughters, writing, ""Sushant's father is in Faridabad's Asian Hospital due to heart issue. Please pray for his early recovery.""",entertainment
454,"30-yr-old Insta model, dubbed 'Mexican Kim Kardashian', dies after 'botched surgery'","Instagram model-influencer Joselyn Cano, dubbed 'Mexican Kim Kardashian', died earlier this month aged 30. She's said to have died after a botched butt-lift surgery in Colombia. A livestream of what's believed to be her funeral was shared on YouTube. A message on the stream read, ""Joselyn entered this life on...March 14, 1990. She entered into Eternal Life on...December 7, 2020.""",entertainment
455,"Karanvir Bohra & wife Teejay blessed with baby girl, pic surfaces","Television actor Karanvir Bohra and wife Teejay Sidhu have been blessed with a baby girl. The child was born in Vancouver, Canada. ""I've become Charlie, now that I've got three angels,"" Karanvir told SpotboyE, which also shared a picture from the hospital. The couple is already parents to twin girls, who were born in the year 2016.",entertainment
456,Feels good to be sharing space: Richa on moving in with Ali,"Actress Richa Chadha, who recently moved in with her boyfriend Ali Fazal, said, ""It was a long-overdue move and it feels good to be sharing space."" Further speaking about Ali, she said, ""He is a very good partner and collaborator...I am looking forward to doing a full-fledged film with him because we haven't really worked...opposite each other ever.""
",entertainment
457,Eminem apologises to Rihanna for backing Chris Brown after he abused her,"In his new track titled 'Zeus', rapper Eminem apologised to Rihanna for siding with Chris Brown, who physically assaulted her when they were dating. Last year, a song written by Eminem was leaked, where he sided with Chris. ""For that song that leaked, I'm sorry, Ri / It wasn't meant to cause you grief,"" he said in the new song. 
",entertainment
458,"Even SRK, Aamir take long breaks: Ameesha on break from acting","Commenting on taking a break from films, actress Ameesha Patel said, ""I've taken a gap of only one-and-half year, which is not too long."" ""Even Shah Rukh Khan and Aamir Khan take breaks for such long periods,"" she added. The actress further said she took a break from acting to learn production techniques. ",entertainment
459,I never thought that one day I want to be a star: Nawazuddin,"Recalling the initial days of his acting career, actor Nawazuddin Siddiqui said, ""I was confident about my skill, but I never thought that one day I want to be a star."" Stating that he didn't come to Mumbai to act in films, Nawazuddin told Times of India, ""I knew that I didn't have the personality for that...I tried television.""",entertainment
